id,details,time,time_request,score,preference,time2_request,time2,avg_match_score
lhinderer71,,10,4.31,-3.242999999999999,1,29.38,10,3.32
lhinderer71,,10,6.16,-3.4400000000000004,4,29.78,10,2.71
lhinderer71,,10,4.57,-1.5739999999999998,2,23.31,10,1.95
lhinderer71,,10,13.39,2.858,3,1.73,10,3.97
lhinderer71,,10,17.85,-6.0520000000000005,4,27.95,10,4.44
lhinderer71,,10,15.58,-3.1919999999999997,2,19.66,10,4.9
lhinderer71,,10,19.52,-7.0619999999999985,2,28.54,10,4.78
lhinderer71,,10,25.51,-2.1200000000000006,2,5.97,10,4.62
lhinderer71,,10,26.05,-3.9460000000000006,4,10.81,10,1.56
lhinderer71,,10,5.19,1.7719999999999998,2,13.25,10,4.52
lhinderer71,,10,1.49,6.216,3,2.37,10,3.87
lhinderer71,,10,8.24,-0.7509999999999996,2,18.47,10,4.31
lhinderer71,,10,5.74,0.26800000000000035,4,18.9,10,4.3
lhinderer71,,10,15.23,-3.0180000000000007,4,20.43,10,4.4
lhinderer71,,10,1.94,1.838,2,15.82,10,3.83
lhinderer71,,10,25.09,-1.005,3,2.58,10,3.48
lhinderer71,,10,8.62,2.499,1,5.39,10,2.51
lhinderer71,,10,9.53,-3.3190000000000004,3,24.48,10,1.42
lhinderer71,,10,2.53,2.584,2,12.93,10,4.11
lhinderer71,,10,7.38,-1.297,3,22.23,10,4.93
lhinderer71,,10,10.22,-2.5340000000000003,2,22.64,10,4.62
lhinderer71,,10,8.1,-1.6810000000000003,3,20.69,10,1.78
lhinderer71,,10,19.22,-6.8119999999999985,1,27.42,10,4.9
lhinderer71,,10,6.96,3.684,3,5.62,10,4.29
lhinderer71,,10,22.13,-2.5069999999999992,3,10.9,10,4.01
lhinderer71,,10,28.56,-4.5,3,10.82,10,3.57
lhinderer71,,10,18.8,-7.248999999999999,1,28.13,10,3.15
lhinderer71,,10,7.85,-2.003,2,22.66,10,3.75
amonty937,,5,24.87,-1.757000000000001,2,18.6,30,1.92
amonty937,,5,3.71,6.497999999999999,1,12.75,30,3.68
amonty937,,5,29.34,-1.367,1,13.57,30,4.03
amonty937,,5,16.09,5.072,2,4.31,30,1.46
amonty937,,5,28.38,1.354000000000001,3,5.06,30,1.43
amonty937,,5,19.72,-0.7439999999999996,3,21.5,30,2.61
amonty937,,5,19.05,-2.5069999999999997,1,27.82,30,4.27
amonty937,,5,29.89,-0.9489999999999992,3,11.76,30,2.23
amonty937,,5,17.71,1.6909999999999996,3,15.1,30,2.17
amonty937,,5,24.08,0.6510000000000005,3,12.61,30,2.79
amonty937,,5,13.23,4.4159999999999995,3,10.43,30,2.07
amonty937,,5,16.04,0.8259999999999998,1,19.1,30,3.34
amonty937,,5,22.96,2.04,1,8.52,30,3.92
amonty937,,5,6.01,8.985000000000001,3,4.04,30,4.5
amonty937,,5,11.88,3.857,3,13.05,30,1.18
amonty937,,5,13.9,0.4410000000000003,3,22.45,30,1.23
amonty937,,5,12.77,-0.038999999999999924,3,27.32,30,4.44
amonty937,,5,7.89,3.66,2,17.63,30,2.08
amonty937,,5,7.81,6.5200000000000005,3,9.77,30,3.47
amonty937,,5,0.54,5.1739999999999995,1,19.92,30,3.06
amonty937,,5,8.4,1.0299999999999998,3,26.98,30,2.72
amonty937,,5,14.65,3.226000000000001,1,12.69,30,3.64
amonty937,,5,4.31,1.9250000000000007,3,29.38,30,4.66
amonty937,,5,6.16,0.9739999999999998,2,29.78,30,4.28
amonty937,,5,4.57,3.4640000000000004,3,23.31,30,3.64
amonty937,,5,13.39,6.444000000000001,1,1.73,30,1.4
amonty937,,5,17.85,-1.9820000000000002,2,27.95,30,4.29
amonty937,,5,15.58,1.316,3,19.66,30,3.94
amonty937,,5,19.52,-2.364,3,28.54,30,4.77
amonty937,,5,25.51,2.3999999999999995,3,5.97,30,3.72
amonty937,,5,26.05,0.1299999999999984,2,10.81,30,1.44
amonty937,,5,5.19,6.1,3,13.25,30,2.66
amonty937,,5,1.49,10.265999999999998,1,2.37,30,3.62
amonty937,,5,8.24,3.3950000000000005,3,18.47,30,1.54
amonty937,,5,5.74,4.44,2,18.9,30,4.66
amonty937,,5,15.23,0.43000000000000005,2,20.43,30,1.14
amonty937,,5,1.94,6.038,3,15.82,30,1.33
amonty937,,5,25.09,3.359000000000001,1,2.58,30,4.8
amonty937,,5,8.62,7.787000000000001,3,5.39,30,4.45
amonty937,,5,9.53,0.7690000000000001,1,24.48,30,1.36
amonty937,,5,2.53,6.772,3,12.93,30,1.55
amonty937,,5,7.38,2.335,1,22.23,30,2.59
amonty937,,5,10.22,1.5779999999999998,3,22.64,30,1.68
amonty937,,5,8.1,2.6310000000000002,1,20.69,30,2.84
amonty937,,5,19.22,-2.6719999999999993,3,27.42,30,1.1
amonty937,,5,6.96,7.409999999999999,1,5.62,30,2.42
amonty937,,5,22.13,1.373000000000001,1,10.9,30,2.91
amonty937,,5,28.56,-0.486,1,10.82,30,3.14
amonty937,,5,18.8,-2.1349999999999993,3,28.13,30,4.22
amonty937,,5,7.85,2.289,3,22.66,30,1.71
mbarnhurst824,,30,24.87,6.491,4,18.6,30,3.66
mbarnhurst824,,30,3.71,14.93,5,12.75,30,4.34
mbarnhurst824,,30,29.34,6.673,5,13.57,30,2.73
mbarnhurst824,,30,16.09,13.192,4,4.31,30,2.56
mbarnhurst824,,30,28.38,9.462000000000002,4,5.06,30,3.47
mbarnhurst824,,30,19.72,7.34,4,21.5,30,4.53
mbarnhurst824,,30,19.05,5.405,5,27.82,30,2.33
mbarnhurst824,,30,29.89,6.645,4,11.76,30,1.7
mbarnhurst824,,30,17.71,8.869,2,15.1,30,1.56
mbarnhurst824,,30,24.08,8.085,4,12.61,30,1.46
mbarnhurst824,,30,13.23,12.432,4,10.43,30,3.65
mbarnhurst824,,30,16.04,9.247999999999998,5,19.1,30,3.95
mbarnhurst824,,30,22.96,10.547999999999998,5,8.52,30,4.96
mbarnhurst824,,30,6.01,16.003,2,4.04,30,3.09
mbarnhurst824,,30,11.88,11.312999999999999,2,13.05,30,1.96
mbarnhurst824,,30,13.9,8.335,4,22.45,30,2.2
mbarnhurst824,,30,12.77,7.3549999999999995,4,27.32,30,2.91
mbarnhurst824,,30,7.89,11.542000000000002,4,17.63,30,1.99
mbarnhurst824,,30,7.81,13.934,2,9.77,30,4.04
mbarnhurst824,,30,0.54,13.423999999999998,5,19.92,30,2.81
mbarnhurst824,,30,8.4,8.674000000000001,2,26.98,30,4.44
mbarnhurst824,,30,14.65,11.548,5,12.69,30,3.75
mbarnhurst824,,30,4.31,9.369,4,29.38,30,3.38
mbarnhurst824,,30,6.16,8.93,4,29.78,30,4.56
mbarnhurst824,,30,4.57,10.946,2,23.31,30,4.55
mbarnhurst824,,30,13.39,15.463999999999999,5,1.73,30,5.0
mbarnhurst824,,30,17.85,5.739999999999999,4,27.95,30,3.4
mbarnhurst824,,30,15.58,8.5,2,19.66,30,3.36
mbarnhurst824,,30,19.52,4.348,2,28.54,30,1.83
mbarnhurst824,,30,25.51,9.622,2,5.97,30,3.33
mbarnhurst824,,30,26.05,7.961999999999998,4,10.81,30,1.1
mbarnhurst824,,30,5.19,13.778,2,13.25,30,4.55
mbarnhurst824,,30,1.49,18.27,5,2.37,30,2.14
mbarnhurst824,,30,8.24,10.953000000000001,2,18.47,30,2.83
mbarnhurst824,,30,5.74,11.69,4,18.9,30,1.41
mbarnhurst824,,30,15.23,8.398,4,20.43,30,1.48
mbarnhurst824,,30,1.94,13.86,2,15.82,30,3.94
mbarnhurst824,,30,25.09,10.963000000000001,5,2.58,30,1.32
mbarnhurst824,,30,8.62,15.019000000000002,4,5.39,30,2.11
mbarnhurst824,,30,9.53,9.165,5,24.48,30,1.84
mbarnhurst824,,30,2.53,14.527999999999999,2,12.93,30,3.83
mbarnhurst824,,30,7.38,10.775,5,22.23,30,3.29
mbarnhurst824,,30,10.22,9.056,2,22.64,30,2.57
mbarnhurst824,,30,8.1,10.827,5,20.69,30,2.32
mbarnhurst824,,30,19.22,5.1659999999999995,4,27.42,30,1.79
mbarnhurst824,,30,6.96,15.76,5,5.62,30,2.67
mbarnhurst824,,30,22.13,9.969000000000001,5,10.9,30,4.39
mbarnhurst824,,30,28.56,7.538,5,10.82,30,1.76
mbarnhurst824,,30,18.8,4.931,4,28.13,30,1.05
mbarnhurst824,,30,7.85,9.657,2,22.66,30,2.05
lpisarski686,,20,24.87,-0.12100000000000077,2,18.6,20,2.6
lpisarski686,,20,3.71,8.456,5,12.75,20,1.97
lpisarski686,,20,29.34,0.5889999999999997,5,13.57,20,2.31
lpisarski686,,20,16.09,7.218,2,4.31,20,4.69
lpisarski686,,20,28.38,3.3200000000000007,4,5.06,20,2.76
lpisarski686,,20,19.72,1.0760000000000005,4,21.5,20,3.21
lpisarski686,,20,19.05,-0.5390000000000004,5,27.82,20,2.61
lpisarski686,,20,29.89,0.693,4,11.76,20,1.94
lpisarski686,,20,17.71,3.0849999999999995,3,15.1,20,1.64
lpisarski686,,20,24.08,2.5650000000000004,4,12.61,20,3.86
lpisarski686,,20,13.23,6.619999999999999,4,10.43,20,4.59
lpisarski686,,20,16.04,3.272,5,19.1,20,4.07
lpisarski686,,20,22.96,3.9439999999999995,5,8.52,20,1.94
lpisarski686,,20,6.01,10.376999999999999,3,4.04,20,3.96
lpisarski686,,20,11.88,5.554999999999999,3,13.05,20,2.17
lpisarski686,,20,13.9,2.5410000000000004,4,22.45,20,3.23
lpisarski686,,20,12.77,1.569,4,27.32,20,3.98
lpisarski686,,20,7.89,5.112,2,17.63,20,1.84
lpisarski686,,20,7.81,8.23,3,9.77,20,4.52
lpisarski686,,20,0.54,7.073999999999999,5,19.92,20,1.06
lpisarski686,,20,8.4,2.58,3,26.98,20,2.97
lpisarski686,,20,14.65,5.562,5,12.69,20,3.82
lpisarski686,,20,4.31,3.5130000000000003,4,29.38,20,4.1
lpisarski686,,20,6.16,2.616,2,29.78,20,4.99
lpisarski686,,20,4.57,4.758000000000001,3,23.31,20,2.61
lpisarski686,,20,13.39,9.075999999999999,5,1.73,20,3.06
lpisarski686,,20,17.85,-0.8460000000000003,2,27.95,20,2.47
lpisarski686,,20,15.58,2.4519999999999995,3,19.66,20,2.12
lpisarski686,,20,19.52,-1.5079999999999996,3,28.54,20,1.55
lpisarski686,,20,25.51,3.9880000000000004,3,5.97,20,4.16
lpisarski686,,20,26.05,2.058,2,10.81,20,3.58
lpisarski686,,20,5.19,7.465999999999999,3,13.25,20,1.99
lpisarski686,,20,1.49,12.451999999999998,5,2.37,20,3.05
lpisarski686,,20,8.24,4.803,3,18.47,20,1.08
lpisarski686,,20,5.74,5.666,2,18.9,20,3.29
lpisarski686,,20,15.23,2.214,2,20.43,20,2.56
lpisarski686,,20,1.94,7.8519999999999985,3,15.82,20,2.9
lpisarski686,,20,25.09,5.043,5,2.58,20,1.72
lpisarski686,,20,8.62,9.425,4,5.39,20,4.14
lpisarski686,,20,9.53,3.389,5,24.48,20,2.96
lpisarski686,,20,2.53,8.564,3,12.93,20,3.01
lpisarski686,,20,7.38,4.525,5,22.23,20,2.04
lpisarski686,,20,10.22,3.5439999999999996,3,22.64,20,4.01
lpisarski686,,20,8.1,4.909,5,20.69,20,2.73
lpisarski686,,20,19.22,-0.32399999999999995,4,27.42,20,4.34
lpisarski686,,20,6.96,10.015999999999998,5,5.62,20,3.95
lpisarski686,,20,22.13,3.5250000000000004,5,10.9,20,2.17
lpisarski686,,20,28.56,1.4540000000000004,5,10.82,20,1.34
lpisarski686,,20,18.8,-0.6289999999999997,4,28.13,20,3.25
lpisarski686,,20,7.85,3.871,3,22.66,20,2.12
eelian776,,15,24.87,-1.4690000000000007,2,18.6,20,3.36
eelian776,,15,3.71,6.786,3,12.75,20,3.12
eelian776,,15,29.34,-0.8009999999999996,3,13.57,20,4.86
eelian776,,15,16.09,5.064,2,4.31,20,1.42
eelian776,,15,28.38,1.7300000000000009,2,5.06,20,4.31
eelian776,,15,19.72,-0.5279999999999996,2,21.5,20,4.69
eelian776,,15,19.05,-2.3209999999999997,3,27.82,20,3.2
eelian776,,15,29.89,-1.0849999999999997,2,11.76,20,2.55
eelian776,,15,17.71,2.0029999999999997,3,15.1,20,3.73
eelian776,,15,24.08,0.8810000000000009,2,12.61,20,4.94
eelian776,,15,13.23,4.012,2,10.43,20,1.05
eelian776,,15,16.04,1.554,3,19.1,20,4.98
eelian776,,15,22.96,2.1279999999999997,3,8.52,20,2.36
eelian776,,15,6.01,8.415000000000001,3,4.04,20,1.65
eelian776,,15,11.88,4.334999999999999,3,13.05,20,3.57
eelian776,,15,13.9,0.7390000000000003,2,22.45,20,3.72
eelian776,,15,12.77,-0.8270000000000002,2,27.32,20,1.5
eelian776,,15,7.89,4.242,2,17.63,20,4.99
eelian776,,15,7.81,6.7860000000000005,3,9.77,20,4.8
eelian776,,15,0.54,5.1739999999999995,3,19.92,20,1.06
eelian776,,15,8.4,0.9199999999999999,3,26.98,20,2.17
eelian776,,15,14.65,3.7560000000000002,3,12.69,20,4.29
eelian776,,15,4.31,1.3310000000000008,2,29.38,20,2.69
eelian776,,15,6.16,0.7839999999999996,2,29.78,20,3.33
eelian776,,15,4.57,3.472000000000001,3,23.31,20,3.68
eelian776,,15,13.39,7.124,3,1.73,20,2.8
eelian776,,15,17.85,-2.5680000000000005,2,27.95,20,1.36
eelian776,,15,15.58,1.428,3,19.66,20,4.5
eelian776,,15,19.52,-2.6439999999999997,3,28.54,20,3.37
eelian776,,15,25.51,1.87,3,5.97,20,1.07
eelian776,,15,26.05,0.5579999999999998,2,10.81,20,3.58
eelian776,,15,5.19,6.212,3,13.25,20,3.22
eelian776,,15,1.49,10.531999999999998,3,2.37,20,2.95
eelian776,,15,8.24,3.641,3,18.47,20,2.77
eelian776,,15,5.74,4.406000000000001,2,18.9,20,4.49
eelian776,,15,15.23,0.728,2,20.43,20,2.63
eelian776,,15,1.94,6.188000000000001,3,15.82,20,2.08
eelian776,,15,25.09,3.5850000000000004,3,2.58,20,3.93
eelian776,,15,8.62,7.147000000000001,2,5.39,20,2.25
eelian776,,15,9.53,1.3910000000000002,3,24.48,20,2.47
eelian776,,15,2.53,6.684,3,12.93,20,1.11
eelian776,,15,7.38,3.083,3,22.23,20,4.33
eelian776,,15,10.22,1.6039999999999996,3,22.64,20,1.81
eelian776,,15,8.1,3.0109999999999997,3,20.69,20,2.74
eelian776,,15,19.22,-2.8000000000000003,2,27.42,20,1.46
eelian776,,15,6.96,7.627999999999998,3,5.62,20,1.51
eelian776,,15,22.13,1.6530000000000002,3,10.9,20,2.31
eelian776,,15,28.56,0.13000000000000045,3,10.82,20,4.22
eelian776,,15,18.8,-2.631,2,28.13,20,2.74
eelian776,,15,7.85,2.317,3,22.66,20,1.85
mgirres283,,20,24.87,-4.649,1,18.6,5,3.46
mgirres283,,20,3.71,4.17,5,12.75,5,3.04
mgirres283,,20,29.34,-4.085,5,13.57,5,1.44
mgirres283,,20,16.09,2.318,1,4.31,5,3.69
mgirres283,,20,28.38,-1.1899999999999995,5,5.06,5,1.71
mgirres283,,20,19.72,-3.598,5,21.5,5,1.34
mgirres283,,20,19.05,-4.833,5,27.82,5,3.64
mgirres283,,20,29.89,-3.7350000000000003,5,11.76,5,1.3
mgirres283,,20,17.71,-1.7809999999999997,1,15.1,5,1.81
mgirres283,,20,24.08,-1.5269999999999997,5,12.61,5,4.9
mgirres283,,20,13.23,2.04,5,10.43,5,3.19
mgirres283,,20,16.04,-1.4940000000000002,5,19.1,5,2.74
mgirres283,,20,22.96,-0.3999999999999999,5,8.52,5,2.72
mgirres283,,20,6.01,5.219,1,4.04,5,2.67
mgirres283,,20,11.88,0.5309999999999995,1,13.05,5,1.55
mgirres283,,20,13.9,-1.6769999999999992,5,22.45,5,3.64
mgirres283,,20,12.77,-3.1909999999999994,5,27.32,5,1.68
mgirres283,,20,7.89,0.6319999999999999,1,17.63,5,2.94
mgirres283,,20,7.81,3.0380000000000003,1,9.77,5,3.06
mgirres283,,20,0.54,3.08,5,19.92,5,3.59
mgirres283,,20,8.4,-2.2520000000000002,1,26.98,5,3.31
mgirres283,,20,14.65,0.6459999999999999,5,12.69,5,1.74
mgirres283,,20,4.31,-1.1269999999999993,5,29.38,5,2.4
mgirres283,,20,6.16,-2.804,1,29.78,5,1.39
mgirres283,,20,4.57,-0.3919999999999999,1,23.31,5,1.36
mgirres283,,20,13.39,4.728,5,1.73,5,3.82
mgirres283,,20,17.85,-5.272,1,27.95,5,3.84
mgirres283,,20,15.58,-2.534,1,19.66,5,1.69
mgirres283,,20,19.52,-6.395999999999999,1,28.54,5,1.61
mgirres283,,20,25.51,-0.9000000000000005,1,5.97,5,4.22
mgirres283,,20,26.05,-2.698,1,10.81,5,3.3
mgirres283,,20,5.19,3.1559999999999997,1,13.25,5,4.94
mgirres283,,20,1.49,7.672,5,2.37,5,1.65
mgirres283,,20,8.24,0.1610000000000006,1,18.47,5,2.37
mgirres283,,20,5.74,1.2840000000000005,1,18.9,5,4.88
mgirres283,,20,15.23,-2.3599999999999994,1,20.43,5,3.19
mgirres283,,20,1.94,2.8759999999999994,1,15.82,5,2.52
mgirres283,,20,25.09,0.8630000000000001,5,2.58,5,3.32
mgirres283,,20,8.62,5.2250000000000005,5,5.39,5,4.64
mgirres283,,20,9.53,-1.2550000000000003,5,24.48,5,2.24
mgirres283,,20,2.53,3.908,1,12.93,5,4.23
mgirres283,,20,7.38,0.2970000000000005,5,22.23,5,3.4
mgirres283,,20,10.22,-1.4699999999999998,1,22.64,5,3.44
mgirres283,,20,8.1,0.643,5,20.69,5,3.9
mgirres283,,20,19.22,-5.244,5,27.42,5,1.24
mgirres283,,20,6.96,5.309999999999999,5,5.62,5,2.92
mgirres283,,20,22.13,-0.7289999999999998,5,10.9,5,3.4
mgirres283,,20,28.56,-2.986,5,10.82,5,1.64
mgirres283,,20,18.8,-4.664999999999999,5,28.13,5,4.57
mgirres283,,20,7.85,-1.247,1,22.66,5,1.03
lhowat783,,15,24.87,-3.301,1,18.6,15,2.7
lhowat783,,15,3.71,5.374,5,12.75,15,1.56
lhowat783,,15,29.34,-1.8949999999999998,5,13.57,15,4.89
lhowat783,,15,16.09,3.7700000000000005,1,4.31,15,3.45
lhowat783,,15,28.38,-0.5099999999999991,1,5.06,15,1.61
lhowat783,,15,19.72,-2.6239999999999997,1,21.5,15,2.71
lhowat783,,15,19.05,-3.551,5,27.82,15,2.55
lhowat783,,15,29.89,-2.6329999999999996,1,11.76,15,3.31
lhowat783,,15,17.71,0.008999999999999897,3,15.1,15,1.26
lhowat783,,15,24.08,-1.2089999999999992,1,12.61,15,2.99
lhowat783,,15,13.23,2.844,1,10.43,15,3.71
lhowat783,,15,16.04,0.19799999999999984,5,19.1,15,3.7
lhowat783,,15,22.96,1.5379999999999998,5,8.52,15,4.91
lhowat783,,15,6.01,7.497000000000001,3,4.04,15,4.56
lhowat783,,15,11.88,2.5849999999999995,3,13.05,15,2.32
lhowat783,,15,13.9,-1.113,1,22.45,15,2.96
lhowat783,,15,12.77,-2.0269999999999992,1,27.32,15,4.0
lhowat783,,15,7.89,1.8720000000000003,1,17.63,15,1.64
lhowat783,,15,7.81,5.196000000000001,3,9.77,15,4.35
lhowat783,,15,0.54,4.561999999999999,5,19.92,15,3.5
lhowat783,,15,8.4,-0.10599999999999998,3,26.98,15,4.54
lhowat783,,15,14.65,2.638,5,12.69,15,4.2
lhowat783,,15,4.31,-0.45099999999999896,1,29.38,15,2.28
lhowat783,,15,6.16,-0.6900000000000005,1,29.78,15,4.46
lhowat783,,15,4.57,1.9780000000000006,3,23.31,15,3.71
lhowat783,,15,13.39,5.782,5,1.73,15,1.59
lhowat783,,15,17.85,-3.794,1,27.95,15,3.73
lhowat783,,15,15.58,-0.09599999999999975,3,19.66,15,4.38
lhowat783,,15,19.52,-4.35,3,28.54,15,2.34
lhowat783,,15,25.51,0.6839999999999997,3,5.97,15,2.64
lhowat783,,15,26.05,-1.6159999999999999,1,10.81,15,1.21
lhowat783,,15,5.19,4.678,3,13.25,15,3.05
lhowat783,,15,1.49,9.367999999999999,5,2.37,15,2.63
lhowat783,,15,8.24,2.2050000000000005,3,18.47,15,3.09
lhowat783,,15,5.74,2.0160000000000005,1,18.9,15,1.04
lhowat783,,15,15.23,-1.112,1,20.43,15,1.93
lhowat783,,15,1.94,5.106,3,15.82,15,4.17
lhowat783,,15,25.09,2.3150000000000004,5,2.58,15,3.08
lhowat783,,15,8.62,5.723,1,5.39,15,3.63
lhowat783,,15,9.53,0.3190000000000004,5,24.48,15,2.61
lhowat783,,15,2.53,5.7139999999999995,3,12.93,15,3.76
lhowat783,,15,7.38,1.873,5,22.23,15,3.78
lhowat783,,15,10.22,0.25799999999999956,3,22.64,15,2.58
lhowat783,,15,8.1,1.7729999999999995,5,20.69,15,2.05
lhowat783,,15,19.22,-3.984,1,27.42,15,4.04
lhowat783,,15,6.96,6.709999999999999,5,5.62,15,2.42
lhowat783,,15,22.13,0.41500000000000004,5,10.9,15,1.62
lhowat783,,15,28.56,-1.428,5,10.82,15,1.93
lhowat783,,15,18.8,-4.3149999999999995,1,28.13,15,2.82
lhowat783,,15,7.85,1.0210000000000001,3,22.66,15,2.87
bbogue738,,10,24.87,-1.3350000000000009,4,18.6,25,2.03
bbogue738,,10,3.71,6.597999999999999,3,12.75,25,2.18
bbogue738,,10,29.34,-1.3749999999999996,3,13.57,25,1.99
bbogue738,,10,16.09,6.154,4,4.31,25,4.87
bbogue738,,10,28.38,1.430000000000001,2,5.06,25,2.81
bbogue738,,10,19.72,-0.8019999999999993,2,21.5,25,3.32
bbogue738,,10,19.05,-2.407,3,27.82,25,2.77
bbogue738,,10,29.89,-1.1569999999999998,2,11.76,25,2.19
bbogue738,,10,17.71,1.617,2,15.1,25,2.8
bbogue738,,10,24.08,0.6150000000000008,2,12.61,25,3.61
bbogue738,,10,13.23,4.711999999999999,2,10.43,25,4.55
bbogue738,,10,16.04,1.1700000000000002,3,19.1,25,3.06
bbogue738,,10,22.96,2.358,3,8.52,25,3.51
bbogue738,,10,6.01,8.779,2,4.04,25,4.47
bbogue738,,10,11.88,3.8549999999999995,2,13.05,25,2.17
bbogue738,,10,13.9,0.9770000000000002,2,22.45,25,4.91
bbogue738,,10,12.77,-0.5109999999999997,2,27.32,25,3.08
bbogue738,,10,7.89,4.442,4,17.63,25,3.99
bbogue738,,10,7.81,6.238,2,9.77,25,3.06
bbogue738,,10,0.54,5.958,3,19.92,25,4.98
bbogue738,,10,8.4,0.5179999999999998,2,26.98,25,1.16
bbogue738,,10,14.65,3.402,3,12.69,25,2.52
bbogue738,,10,4.31,1.3250000000000006,2,29.38,25,2.66
bbogue738,,10,6.16,0.9779999999999995,4,29.78,25,2.3
bbogue738,,10,4.57,2.784,2,23.31,25,1.24
bbogue738,,10,13.39,6.952,3,1.73,25,1.94
bbogue738,,10,17.85,-1.4960000000000004,4,27.95,25,4.72
bbogue738,,10,15.58,0.806,2,19.66,25,2.39
bbogue738,,10,19.52,-2.6399999999999992,2,28.54,25,4.39
bbogue738,,10,25.51,1.828,2,5.97,25,1.86
bbogue738,,10,26.05,1.0039999999999993,4,10.81,25,3.81
bbogue738,,10,5.19,5.628,2,13.25,25,1.3
bbogue738,,10,1.49,10.323999999999998,3,2.37,25,1.91
bbogue738,,10,8.24,3.731,2,18.47,25,4.22
bbogue738,,10,5.74,4.482,4,18.9,25,2.87
bbogue738,,10,15.23,0.9959999999999999,4,20.43,25,1.97
bbogue738,,10,1.94,6.152000000000001,2,15.82,25,2.9
bbogue738,,10,25.09,3.747,3,2.58,25,4.74
bbogue738,,10,8.62,7.577000000000001,2,5.39,25,4.4
bbogue738,,10,9.53,1.193,3,24.48,25,1.48
bbogue738,,10,2.53,7.018000000000001,2,12.93,25,3.78
bbogue738,,10,7.38,2.9930000000000003,3,22.23,25,3.88
bbogue738,,10,10.22,1.928,2,22.64,25,4.43
bbogue738,,10,8.1,2.787,3,20.69,25,1.62
bbogue738,,10,19.22,-2.416,2,27.42,25,3.38
bbogue738,,10,6.96,8.313999999999998,3,5.62,25,4.94
bbogue738,,10,22.13,1.5330000000000004,3,10.9,25,1.71
bbogue738,,10,28.56,-0.44799999999999995,3,10.82,25,1.33
bbogue738,,10,18.8,-2.8649999999999998,2,28.13,25,1.57
bbogue738,,10,7.85,2.5829999999999997,2,22.66,25,4.18
nrickenbau786,,15,24.87,-4.5969999999999995,2,18.6,10,2.72
nrickenbau786,,15,3.71,3.4779999999999998,1,12.75,10,3.58
nrickenbau786,,15,29.34,-4.554999999999999,1,13.57,10,3.09
nrickenbau786,,15,16.09,2.5180000000000002,2,4.31,10,3.69
nrickenbau786,,15,28.38,-1.833999999999999,1,5.06,10,2.49
nrickenbau786,,15,19.72,-4.021999999999999,1,21.5,10,3.22
nrickenbau786,,15,19.05,-6.093,1,27.82,10,1.34
nrickenbau786,,15,29.89,-3.924999999999999,1,11.76,10,4.35
nrickenbau786,,15,17.71,-0.763,5,15.1,10,2.9
nrickenbau786,,15,24.08,-2.838999999999999,1,12.61,10,2.34
nrickenbau786,,15,13.23,1.2039999999999997,1,10.43,10,3.01
nrickenbau786,,15,16.04,-2.432,1,19.1,10,2.05
nrickenbau786,,15,22.96,-1.4120000000000001,1,8.52,10,1.66
nrickenbau786,,15,6.01,5.705,5,4.04,10,1.1
nrickenbau786,,15,11.88,1.7989999999999995,5,13.05,10,3.89
nrickenbau786,,15,13.9,-2.932999999999999,1,22.45,10,1.36
nrickenbau786,,15,12.77,-3.538999999999999,1,27.32,10,3.94
nrickenbau786,,15,7.89,0.9660000000000003,2,17.63,10,3.61
nrickenbau786,,15,7.81,3.596,5,9.77,10,1.85
nrickenbau786,,15,0.54,1.9179999999999997,1,19.92,10,1.78
nrickenbau786,,15,8.4,-1.6140000000000008,5,26.98,10,2.5
nrickenbau786,,15,14.65,0.15000000000000002,1,12.69,10,3.26
nrickenbau786,,15,4.31,-2.058999999999999,1,29.38,10,1.74
nrickenbau786,,15,6.16,-2.6520000000000006,2,29.78,10,1.15
nrickenbau786,,15,4.57,1.0260000000000007,5,23.31,10,4.45
nrickenbau786,,15,13.39,3.9919999999999995,1,1.73,10,4.14
nrickenbau786,,15,17.85,-5.006,2,27.95,10,4.17
nrickenbau786,,15,15.58,-1.6300000000000001,5,19.66,10,2.21
nrickenbau786,,15,19.52,-5.373999999999999,5,28.54,10,2.72
nrickenbau786,,15,25.51,-0.23800000000000043,5,5.97,10,3.53
nrickenbau786,,15,26.05,-2.7640000000000002,2,10.81,10,1.97
nrickenbau786,,15,5.19,3.6219999999999994,5,13.25,10,3.27
nrickenbau786,,15,1.49,6.792,1,2.37,10,1.25
nrickenbau786,,15,8.24,1.2150000000000007,5,18.47,10,3.64
nrickenbau786,,15,5.74,0.7820000000000006,2,18.9,10,1.37
nrickenbau786,,15,15.23,-2.2640000000000002,2,20.43,10,2.67
nrickenbau786,,15,1.94,3.604,5,15.82,10,2.16
nrickenbau786,,15,25.09,-0.08099999999999974,1,2.58,10,2.6
nrickenbau786,,15,8.62,4.477,1,5.39,10,4.9
nrickenbau786,,15,9.53,-2.271,1,24.48,10,1.16
nrickenbau786,,15,2.53,4.12,5,12.93,10,1.29
nrickenbau786,,15,7.38,-0.7730000000000001,1,22.23,10,2.05
nrickenbau786,,15,10.22,-0.5920000000000001,5,22.64,10,3.83
nrickenbau786,,15,8.1,-0.45900000000000046,1,20.69,10,2.39
nrickenbau786,,15,19.22,-5.485999999999999,1,27.42,10,4.03
nrickenbau786,,15,6.96,4.267999999999999,1,5.62,10,1.71
nrickenbau786,,15,22.13,-1.9429999999999996,1,10.9,10,1.33
nrickenbau786,,15,28.56,-3.242,1,10.82,10,4.36
