id,details,time,time_request,score,subject_1_rating,subject_1_pref,subject_2_rating,subject_2_pref,subject_3_rating,subject_3_pref,avg_match_score
jfreme150,,20,25.35,1.2674999999999996,1,3,3,1,1,3,4.725
jfreme150,,20,28.26,-0.5694000000000001,3,1,1,1,1,1,1.086
jfreme150,,20,12.67,5.0693,1,2,2,5,2,2,1.703
jfreme150,,20,7.09,6.2916,1,3,1,1,3,1,4.186
jfreme150,,20,29.25,-0.4316,2,2,3,1,1,1,1.434
jfreme150,,20,29.08,0.3082000000000008,1,2,2,5,1,2,4.322
jfreme150,,20,9.27,5.6015,1,2,1,3,2,2,2.825
jfreme150,,20,29.23,-0.19820000000000015,1,3,3,1,1,1,3.708
jfreme150,,20,24.45,0.7368000000000003,1,1,3,1,1,3,2.718
jfreme150,,20,1.02,7.878000000000001,1,3,1,1,1,1,3.84
jfreme150,,20,6.85,6.967599999999999,1,3,5,1,1,2,3.226
jfreme150,,20,16.96,3.3489999999999998,2,2,1,2,1,2,3.37
jfreme150,,20,29.1,-0.13500000000000045,1,3,2,2,1,1,3.95
jfreme150,,20,29.25,-0.30929999999999985,1,3,1,2,2,2,2.657
jfreme150,,20,14.68,4.1218,2,2,2,2,1,3,1.258
jfreme150,,20,10.86,5.139800000000001,1,3,1,1,1,3,3.978
jfreme150,,20,6.85,7.1107999999999985,5,1,2,2,1,2,2.658
jfreme150,,20,2.62,6.9602,1,1,1,2,2,2,1.462
ccahn207,,5,28.57,-2.259299999999999,3,5,3,5,3,2,3.117
ccahn207,,5,5.76,4.7104,5,2,5,4,5,2,3.384
ccahn207,,5,1.46,5.7069,5,4,4,2,1,4,2.449
ccahn207,,5,9.55,2.3295999999999997,3,5,1,2,3,2,1.946
ccahn207,,5,21.16,0.2967000000000002,3,5,5,4,3,5,1.447
ccahn207,,5,0.63,5.6325,1,4,5,4,4,2,4.215
ccahn207,,5,8.34,2.6889000000000003,1,2,5,4,3,5,1.909
ccahn207,,5,22.56,-2.1973000000000003,1,2,3,2,3,5,3.707
ccahn207,,5,8.29,3.5513000000000003,3,2,5,4,3,5,4.383
ccahn207,,5,19.67,-1.0083000000000004,1,4,4,2,1,2,3.927
ccahn207,,5,7.23,2.24,3,2,1,2,1,4,3.09
ccahn207,,5,0.88,4.9758,4,2,4,2,1,2,4.398
ccahn207,,5,25.7,-3.488000000000001,1,2,1,2,3,5,4.22
ccahn207,,5,6.5,3.9886000000000004,1,4,5,4,5,2,4.386
ccahn207,,5,24.75,-1.5228999999999995,5,2,3,5,4,2,1.021
ccahn207,,5,12.29,1.3208000000000002,1,4,3,2,4,2,4.078
ccahn207,,5,16.7,1.3424,5,4,3,2,3,5,3.524
ccahn207,,5,18.28,-0.24189999999999995,1,4,3,2,5,4,3.421
ccahn207,,5,7.8,1.6058000000000003,1,2,1,2,4,2,3.458
ccahn207,,5,21.38,-1.6326999999999994,1,4,1,2,3,5,3.813
ccahn207,,5,2.02,6.4488,5,4,5,4,5,4,1.548
ccahn207,,5,10.18,3.1269,5,4,4,2,1,4,2.809
ccahn207,,5,18.41,0.014800000000000535,1,4,5,2,5,2,4.378
ccahn207,,5,28.27,-2.3577999999999992,3,5,4,2,5,2,3.232
ccahn207,,5,5.05,3.6287000000000003,4,2,3,2,3,2,3.437
ccahn207,,5,28.6,-4.1917,1,2,4,2,1,2,4.883
ccahn207,,5,12.05,1.9324999999999999,3,2,5,4,4,2,1.475
ccahn207,,5,18.39,-0.05870000000000031,3,2,5,4,3,2,1.583
ccahn207,,5,0.82,4.985199999999999,3,2,1,4,3,5,4.312
ccahn207,,5,21.23,0.04890000000000011,5,4,3,5,1,2,3.179
ccahn207,,5,9.8,1.498,1,2,4,2,4,2,2.38
ccahn207,,5,28.09,-1.7928999999999995,3,5,5,4,3,2,4.341
ccahn207,,5,25.35,-1.7636000000000005,3,5,3,2,3,5,1.414
ccahn207,,5,28.26,-3.6735000000000007,3,2,1,4,1,4,3.045
ccahn207,,5,12.67,2.0517000000000003,5,4,4,2,1,2,1.527
ccahn207,,5,7.09,3.5837000000000003,3,5,1,4,3,2,3.107
ccahn207,,5,29.25,-4.6073,1,2,3,2,1,4,2.677
ccahn207,,5,29.08,-2.138699999999999,5,4,4,2,5,4,2.853
ccahn207,,5,9.27,3.7327,5,4,3,5,1,2,4.137
ccahn207,,5,29.23,-2.9074,3,5,3,2,1,4,4.616
ccahn207,,5,24.45,-2.1941,1,4,3,2,3,5,3.409
ccahn207,,5,1.02,5.513399999999999,3,5,1,4,1,4,4.194
ccahn207,,5,6.85,4.3224,3,5,5,2,5,4,1.774
ccahn207,,5,16.96,0.25259999999999994,1,2,5,4,5,4,2.406
ccahn207,,5,29.1,-3.3999000000000006,3,5,1,2,1,4,3.301
ccahn207,,5,29.25,-2.4223000000000003,3,5,5,4,1,2,3.527
ccahn207,,5,14.68,-0.45379999999999987,1,2,1,2,3,5,1.502
ccahn207,,5,10.86,2.9016,3,5,1,4,3,5,4.596
ccahn207,,5,6.85,3.5394000000000005,5,2,1,2,5,4,4.944
ccahn207,,5,2.62,4.7545,1,4,5,4,1,2,4.405
mscaringe151,,30,28.57,3.8477,1,4,1,4,5,2,2.187
mscaringe151,,30,5.76,12.0515,4,5,4,1,4,5,1.795
mscaringe151,,30,1.46,13.104800000000001,4,1,5,4,4,4,4.428
mscaringe151,,30,9.55,9.204799999999999,1,4,1,1,5,2,4.698
mscaringe151,,30,21.16,5.8847,1,4,4,1,1,4,2.327
mscaringe151,,30,0.63,13.508700000000001,4,4,4,1,5,4,3.977
mscaringe151,,30,8.34,9.0001,1,1,4,1,1,4,4.021
mscaringe151,,30,22.56,5.1793000000000005,1,1,5,2,1,4,4.473
mscaringe151,,30,8.29,10.5303,5,2,4,1,1,4,4.173
mscaringe151,,30,19.67,7.766399999999999,4,4,5,4,1,1,2.674
mscaringe151,,30,7.23,10.41,5,2,1,1,4,4,2.79
mscaringe151,,30,0.88,13.5738,5,4,5,4,1,1,1.378
mscaringe151,,30,25.7,3.2274000000000003,1,1,1,1,1,4,4.374
mscaringe151,,30,6.5,11.796,4,4,4,1,4,5,4.46
mscaringe151,,30,24.75,6.3602,4,5,1,4,5,4,1.852
mscaringe151,,30,12.29,10.3529,4,4,5,2,5,4,3.399
mscaringe151,,30,16.7,7.6893,4,1,5,2,1,4,2.993
mscaringe151,,30,18.28,7.9574,4,4,5,2,4,1,1.414
mscaringe151,,30,7.8,8.673399999999999,1,1,1,1,5,4,1.134
mscaringe151,,30,21.38,6.297600000000001,4,4,1,1,1,4,4.116
mscaringe151,,30,2.02,11.5711,4,1,4,1,4,1,1.771
mscaringe151,,30,10.18,10.415700000000001,4,1,5,4,4,4,3.697
mscaringe151,,30,18.41,8.7655,4,4,4,5,4,5,1.885
mscaringe151,,30,28.27,5.009600000000001,1,4,5,4,4,5,2.906
mscaringe151,,30,5.05,12.491299999999999,5,4,5,2,5,2,2.063
mscaringe151,,30,28.6,3.1499999999999995,1,1,5,4,1,1,1.3
mscaringe151,,30,12.05,9.8816,5,2,4,1,5,4,4.966
mscaringe151,,30,18.39,7.396100000000001,5,2,4,1,5,2,1.131
mscaringe151,,30,0.82,13.145,5,2,4,4,1,4,1.91
mscaringe151,,30,21.23,5.6767,4,1,1,4,1,1,3.457
mscaringe151,,30,9.8,9.795399999999999,1,1,5,4,5,4,4.354
mscaringe151,,30,28.09,3.8811,1,4,4,1,5,2,1.081
mscaringe151,,30,25.35,4.9143,1,4,5,2,1,4,1.193
mscaringe151,,30,28.26,5.170599999999999,5,2,4,4,4,4,1.486
mscaringe151,,30,12.67,8.880399999999998,4,1,5,4,1,1,1.814
mscaringe151,,30,7.09,10.8218,1,4,4,4,5,2,1.488
mscaringe151,,30,29.25,3.3685000000000005,1,1,5,2,4,4,3.435
mscaringe151,,30,29.08,4.4625,4,1,5,4,4,1,3.865
mscaringe151,,30,9.27,9.026,4,1,1,4,1,1,1.07
mscaringe151,,30,29.23,4.2873,1,4,5,2,4,4,3.563
mscaringe151,,30,24.45,6.111400000000001,4,4,5,2,1,4,1.464
mscaringe151,,30,1.02,13.040099999999999,1,4,4,4,4,4,4.461
mscaringe151,,30,6.85,11.015400000000001,1,4,4,5,4,1,2.704
mscaringe151,,30,16.96,6.2589,1,1,4,1,4,1,2.469
mscaringe151,,30,29.1,3.2321,1,4,1,1,4,4,2.621
mscaringe151,,30,29.25,3.2578000000000005,1,4,4,1,1,1,3.328
mscaringe151,,30,14.68,6.3618,1,1,1,1,1,4,2.658
mscaringe151,,30,10.86,9.6552,1,4,4,4,1,4,3.132
mscaringe151,,30,6.85,11.0374,4,5,1,1,4,1,4.924
mscaringe151,,30,2.62,12.076399999999998,4,4,4,1,1,1,2.624
npuskas575,,10,28.57,-1.8941,2,3,2,3,4,4,3.769
npuskas575,,10,5.76,4.9763,2,4,1,5,2,4,1.043
npuskas575,,10,1.46,6.635200000000001,1,5,2,5,2,5,1.732
npuskas575,,10,9.55,4.2269,2,3,3,4,4,4,3.919
npuskas575,,10,21.16,0.22320000000000034,2,3,1,5,2,3,3.712
npuskas575,,10,0.63,6.9171,2,5,1,5,2,5,1.061
npuskas575,,10,8.34,4.4795,3,4,1,5,2,3,1.815
npuskas575,,10,22.56,0.6856000000000009,3,4,4,4,2,3,2.536
npuskas575,,10,8.29,5.086500000000001,4,4,1,5,2,3,4.735
npuskas575,,10,19.67,1.572,2,5,2,5,3,4,2.73
npuskas575,,10,7.23,5.704300000000001,4,4,3,4,2,5,3.733
npuskas575,,10,0.88,7.295100000000001,2,5,2,5,3,4,3.591
npuskas575,,10,25.7,-0.47109999999999974,3,4,3,4,2,3,2.389
npuskas575,,10,6.5,5.093400000000001,2,5,1,5,2,4,1.434
npuskas575,,10,24.75,-0.5015999999999999,2,4,2,3,2,5,4.234
npuskas575,,10,12.29,3.9752000000000005,2,5,4,4,2,5,2.622
npuskas575,,10,16.7,2.0829,1,5,4,4,2,3,1.929
npuskas575,,10,18.28,2.0778,2,5,4,4,1,5,2.618
npuskas575,,10,7.8,5.0551,3,4,3,4,2,5,1.951
npuskas575,,10,21.38,0.8639000000000006,2,5,3,4,2,3,2.779
npuskas575,,10,2.02,6.3072,1,5,1,5,1,5,3.132
npuskas575,,10,10.18,4.2843,1,5,2,5,2,5,4.383
npuskas575,,10,18.41,1.5162000000000002,2,5,2,4,2,4,1.392
npuskas575,,10,28.27,-1.7159999999999993,2,3,2,5,2,4,2.65
npuskas575,,10,5.05,6.213900000000001,2,5,4,4,4,4,2.289
npuskas575,,10,28.6,-1.0116999999999998,3,4,2,5,3,4,3.683
npuskas575,,10,12.05,4.1813,4,4,1,5,2,5,4.963
npuskas575,,10,18.39,2.0826000000000002,4,4,1,5,4,4,1.996
npuskas575,,10,0.82,7.3696,4,4,2,5,2,3,3.156
npuskas575,,10,21.23,0.2987999999999997,1,5,2,3,3,4,1.678
npuskas575,,10,9.8,4.362699999999999,3,4,2,5,2,5,1.027
npuskas575,,10,28.09,-1.4646999999999992,2,3,1,5,4,4,4.623
npuskas575,,10,25.35,-0.5066000000000004,2,3,4,4,2,3,4.984
npuskas575,,10,28.26,-0.5341000000000005,4,4,2,5,2,5,4.439
npuskas575,,10,12.67,3.4617000000000004,1,5,2,5,3,4,3.627
npuskas575,,10,7.09,4.9975000000000005,2,3,2,5,4,4,4.245
npuskas575,,10,29.25,-1.161399999999999,3,4,4,4,2,5,2.136
npuskas575,,10,29.08,-1.492599999999999,1,5,2,5,1,5,4.314
npuskas575,,10,9.27,3.8805000000000005,1,5,2,3,3,4,1.615
npuskas575,,10,29.23,-1.6643999999999999,2,3,4,4,2,5,3.046
npuskas575,,10,24.45,0.3282000000000002,2,5,4,4,2,3,4.632
npuskas575,,10,1.02,6.752800000000001,2,3,2,5,2,5,4.588
npuskas575,,10,6.85,4.597800000000001,2,3,2,4,1,5,3.528
npuskas575,,10,16.96,1.9606000000000003,3,4,1,5,1,5,1.486
npuskas575,,10,29.1,-1.8258999999999999,2,3,3,4,2,5,3.041
npuskas575,,10,29.25,-2.149399999999999,2,3,1,5,3,4,2.256
npuskas575,,10,14.68,2.8968000000000003,3,4,3,4,2,3,3.008
npuskas575,,10,10.86,3.3649000000000004,2,3,2,5,2,3,2.229
npuskas575,,10,6.85,5.125300000000001,2,4,3,4,1,5,3.803
npuskas575,,10,2.62,6.639200000000001,2,5,1,5,3,4,4.252
mscharler58,,20,28.57,0.4290999999999998,1,3,1,3,5,4,1.001
mscharler58,,20,5.76,7.1056,2,3,2,1,2,3,2.336
mscharler58,,20,1.46,7.988499999999999,2,1,1,3,1,2,4.265
mscharler58,,20,9.55,6.384,1,3,3,2,5,4,1.49
mscharler58,,20,21.16,2.2228,1,3,2,1,1,3,3.708
mscharler58,,20,0.63,8.1005,1,2,2,1,1,3,3.895
mscharler58,,20,8.34,6.420999999999999,3,2,2,1,1,3,4.23
mscharler58,,20,22.56,3.0809,3,2,5,4,1,3,1.489
mscharler58,,20,8.29,7.440800000000001,5,4,2,1,1,3,2.278
mscharler58,,20,19.67,2.7898999999999994,1,2,1,3,3,2,4.909
mscharler58,,20,7.23,8.2197,5,4,3,2,1,2,3.887
mscharler58,,20,0.88,8.383000000000001,1,3,1,3,3,2,1.47
mscharler58,,20,25.7,1.5124000000000004,3,2,3,2,1,3,3.224
mscharler58,,20,6.5,6.215599999999999,1,2,2,1,2,3,1.656
mscharler58,,20,24.75,1.7643,2,3,1,3,1,3,4.893
mscharler58,,20,12.29,5.6001,1,2,5,4,1,3,1.871
mscharler58,,20,16.7,4.562200000000001,2,1,5,4,1,3,4.722
mscharler58,,20,18.28,3.9849999999999994,1,2,5,4,2,1,4.69
mscharler58,,20,7.8,6.8020000000000005,3,2,3,2,1,3,2.42
mscharler58,,20,21.38,2.2334,1,2,3,2,1,3,3.474
mscharler58,,20,2.02,7.5653,2,1,2,1,2,1,3.713
mscharler58,,20,10.18,5.3092,2,1,1,3,1,2,3.632
mscharler58,,20,18.41,3.1856,1,2,2,3,2,3,3.086
mscharler58,,20,28.27,0.2683000000000001,1,3,1,3,2,3,2.493
mscharler58,,20,5.05,8.6075,1,3,5,4,5,4,2.225
mscharler58,,20,28.6,0.35849999999999954,3,2,1,3,3,2,1.385
mscharler58,,20,12.05,6.528099999999999,5,4,2,1,1,3,4.431
mscharler58,,20,18.39,4.9355,5,4,2,1,5,4,2.525
mscharler58,,20,0.82,9.713399999999998,5,4,1,2,1,3,2.594
mscharler58,,20,21.23,2.2483,2,1,1,3,3,2,4.173
mscharler58,,20,9.8,6.2181,3,2,1,3,1,3,4.581
mscharler58,,20,28.09,0.5980000000000001,1,3,2,1,5,4,3.25
mscharler58,,20,25.35,2.0507999999999993,1,3,5,4,1,3,2.558
mscharler58,,20,28.26,1.4977999999999998,5,4,1,2,1,2,3.758
mscharler58,,20,12.67,4.6466,2,1,1,3,3,2,2.476
mscharler58,,20,7.09,6.837700000000001,1,3,1,2,5,4,2.647
mscharler58,,20,29.25,0.9257000000000002,3,2,5,4,1,2,1.007
mscharler58,,20,29.08,-0.3138999999999993,2,1,1,3,2,1,4.101
mscharler58,,20,9.27,5.6046,2,1,1,3,3,2,1.856
mscharler58,,20,29.23,0.9984,1,3,5,4,1,2,4.674
mscharler58,,20,24.45,2.2647000000000004,1,2,5,4,1,3,4.997
mscharler58,,20,1.02,8.203899999999999,1,3,1,2,1,2,4.099
mscharler58,,20,6.85,6.678399999999999,1,3,2,3,2,1,2.334
mscharler58,,20,16.96,3.6671000000000005,3,2,2,1,2,1,3.551
mscharler58,,20,29.1,0.19129999999999958,1,3,3,2,1,2,4.213
mscharler58,,20,29.25,-0.36729999999999985,1,3,2,1,3,2,1.077
mscharler58,,20,14.68,4.713500000000001,3,2,3,2,1,3,2.175
mscharler58,,20,10.86,5.2376000000000005,1,3,1,2,1,3,2.956
mscharler58,,20,6.85,6.9142,2,3,3,2,2,1,1.692
mscharler58,,20,2.62,7.441499999999999,1,2,2,1,3,2,2.275
ptrbovich511,,25,28.57,3.0197000000000003,2,5,2,5,3,1,1.907
ptrbovich511,,25,5.76,8.7151,3,2,2,1,3,2,3.431
ptrbovich511,,25,1.46,10.399,2,1,5,3,3,2,3.37
ptrbovich511,,25,9.55,8.4583,2,5,2,4,3,1,1.233
ptrbovich511,,25,21.16,4.8221,2,5,2,1,2,5,2.701
ptrbovich511,,25,0.63,10.6811,3,2,2,1,5,3,4.701
ptrbovich511,,25,8.34,8.4782,2,4,2,1,2,5,3.802
ptrbovich511,,25,22.56,4.3058,2,4,3,1,2,5,2.738
ptrbovich511,,25,8.29,7.795300000000001,3,1,2,1,2,5,2.823
ptrbovich511,,25,19.67,5.4269,3,2,5,3,2,4,1.279
ptrbovich511,,25,7.23,8.5518,3,1,2,4,3,2,3.208
ptrbovich511,,25,0.88,12.1383,5,3,5,3,2,4,3.023
ptrbovich511,,25,25.7,3.7082,2,4,2,4,2,5,2.182
ptrbovich511,,25,6.5,8.4966,3,2,2,1,3,2,3.466
ptrbovich511,,25,24.75,4.0648,3,2,2,5,5,3,2.898
ptrbovich511,,25,12.29,7.1379,3,2,3,1,5,3,2.249
ptrbovich511,,25,16.7,5.198,2,1,3,1,2,5,3.08
ptrbovich511,,25,18.28,4.940099999999999,3,2,3,1,2,1,3.241
ptrbovich511,,25,7.8,9.368,2,4,2,4,5,3,4.08
ptrbovich511,,25,21.38,4.698600000000001,3,2,2,4,2,5,2.126
ptrbovich511,,25,2.02,8.862,2,1,2,1,2,1,1.68
ptrbovich511,,25,10.18,7.8724,2,1,5,3,3,2,4.264
ptrbovich511,,25,18.41,5.2191,3,2,3,2,3,2,2.421
ptrbovich511,,25,28.27,3.5805000000000002,2,5,5,3,3,2,3.615
ptrbovich511,,25,5.05,9.8323,5,3,3,1,3,1,2.473
ptrbovich511,,25,28.6,3.1113999999999997,2,4,5,3,2,4,1.914
ptrbovich511,,25,12.05,6.6648000000000005,3,1,2,1,5,3,1.798
ptrbovich511,,25,18.39,4.4402,3,1,2,1,3,1,2.572
ptrbovich511,,25,0.82,10.409899999999999,3,1,3,2,2,5,2.559
ptrbovich511,,25,21.23,4.1775,2,1,2,5,2,4,1.465
ptrbovich511,,25,9.8,8.886,2,4,5,3,5,3,1.26
ptrbovich511,,25,28.09,2.5409,2,5,2,1,3,1,3.679
ptrbovich511,,25,25.35,3.9353000000000002,2,5,3,1,2,5,4.403
ptrbovich511,,25,28.26,1.8495999999999995,3,1,3,2,3,2,1.276
ptrbovich511,,25,12.67,7.227499999999999,2,1,5,3,2,4,4.285
ptrbovich511,,25,7.09,9.072000000000001,2,5,3,2,3,1,1.99
ptrbovich511,,25,29.25,2.0766,2,4,3,1,3,2,2.516
ptrbovich511,,25,29.08,1.9048000000000005,2,1,5,3,2,1,3.288
ptrbovich511,,25,9.27,7.7778,2,1,2,5,2,4,1.588
ptrbovich511,,25,29.23,2.4919000000000002,2,5,3,1,3,2,3.609
ptrbovich511,,25,24.45,3.6202000000000005,3,2,3,1,2,5,4.552
ptrbovich511,,25,1.02,11.0752,2,5,3,2,3,2,2.812
ptrbovich511,,25,6.85,9.325800000000001,2,5,3,2,2,1,4.808
ptrbovich511,,25,16.96,5.539999999999999,2,4,2,1,2,1,4.28
ptrbovich511,,25,29.1,2.8209999999999997,2,5,2,4,3,2,2.51
ptrbovich511,,25,29.25,2.1861000000000006,2,5,2,1,2,4,1.611
ptrbovich511,,25,14.68,7.152200000000001,2,4,2,4,2,5,3.562
ptrbovich511,,25,10.86,8.375,2,5,3,2,2,5,3.33
ptrbovich511,,25,6.85,8.944600000000001,3,2,2,4,2,1,4.996
ptrbovich511,,25,2.62,9.837399999999999,3,2,2,1,2,4,4.234
cabdul999,,20,28.57,1.0481999999999998,2,3,2,3,5,5,1.192
cabdul999,,20,5.76,8.3208,5,2,1,3,5,2,4.488
cabdul999,,20,1.46,8.420499999999999,1,3,2,3,1,2,3.585
cabdul999,,20,9.55,6.454999999999999,2,3,2,1,5,5,2.2
cabdul999,,20,21.16,2.8172,2,3,1,3,2,3,3.652
cabdul999,,20,0.63,8.147499999999999,1,2,1,3,2,3,1.365
cabdul999,,20,8.34,5.8461,2,1,1,3,2,3,1.481
cabdul999,,20,22.56,2.9458000000000006,2,1,5,5,2,3,3.138
cabdul999,,20,8.29,8.0848,5,5,1,3,2,3,2.718
cabdul999,,20,19.67,2.5258999999999996,1,2,2,3,2,1,2.269
cabdul999,,20,7.23,7.925099999999999,5,5,2,1,1,2,1.941
cabdul999,,20,0.88,8.944400000000002,2,3,2,3,2,1,4.084
cabdul999,,20,25.7,0.4022000000000003,2,1,2,1,2,3,1.122
cabdul999,,20,6.5,6.9323999999999995,1,2,1,3,5,2,4.824
cabdul999,,20,24.75,2.6643,5,2,2,3,2,3,4.893
cabdul999,,20,12.29,6.0349,1,2,5,5,2,3,3.219
cabdul999,,20,16.7,4.8048,1,3,5,5,2,3,1.148
cabdul999,,20,18.28,4.2280999999999995,1,2,5,5,1,3,4.121
cabdul999,,20,7.8,5.9771,2,1,2,1,2,3,3.171
cabdul999,,20,21.38,1.8195000000000003,1,2,2,1,2,3,2.335
cabdul999,,20,2.02,8.2089,1,3,1,3,1,3,4.149
cabdul999,,20,10.18,5.8579,1,3,2,3,1,2,4.119
cabdul999,,20,18.41,3.7926,1,2,5,2,5,2,3.156
cabdul999,,20,28.27,0.9759000000000002,2,3,2,3,5,2,2.569
cabdul999,,20,5.05,9.4126,2,3,5,5,5,5,4.276
cabdul999,,20,28.6,-0.20620000000000055,2,1,2,3,2,1,1.738
cabdul999,,20,12.05,7.1255,5,5,1,3,2,3,4.405
cabdul999,,20,18.39,5.659599999999999,5,5,1,3,5,5,3.766
cabdul999,,20,0.82,10.250399999999999,5,5,1,2,2,3,3.964
cabdul999,,20,21.23,2.4359,1,3,2,3,2,1,3.049
cabdul999,,20,9.8,5.930199999999999,2,1,2,3,2,3,4.702
cabdul999,,20,28.09,1.2271,2,3,1,3,5,5,3.541
cabdul999,,20,25.35,2.8393999999999995,2,3,5,5,2,3,4.444
cabdul999,,20,28.26,1.9106999999999998,5,5,1,2,1,2,4.887
cabdul999,,20,12.67,5.144,1,3,2,3,2,1,4.45
cabdul999,,20,7.09,7.460899999999999,2,3,1,2,5,5,4.879
cabdul999,,20,29.25,0.8698000000000001,2,1,5,5,1,2,4.448
cabdul999,,20,29.08,0.05660000000000068,1,3,2,3,1,3,1.806
cabdul999,,20,9.27,6.1228,1,3,2,3,2,1,4.038
cabdul999,,20,29.23,1.3365,2,3,5,5,1,2,3.055
cabdul999,,20,24.45,2.3715,1,2,5,5,2,3,3.065
cabdul999,,20,1.02,8.533900000000001,2,3,1,2,1,2,4.399
cabdul999,,20,6.85,7.640200000000001,2,3,5,2,1,3,3.952
cabdul999,,20,16.96,3.1700999999999997,2,1,1,3,1,3,1.581
cabdul999,,20,29.1,0.09099999999999975,2,3,2,1,1,2,4.21
cabdul999,,20,29.25,0.0043000000000001926,2,3,1,3,2,1,1.793
cabdul999,,20,14.68,3.9129,2,1,2,1,2,3,3.169
cabdul999,,20,10.86,5.501600000000001,2,3,1,2,2,3,1.596
cabdul999,,20,6.85,7.305,5,2,2,1,1,3,2.6
cabdul999,,20,2.62,7.397599999999999,1,2,1,3,2,1,1.836
dkolikas756,,25,28.57,2.8303,1,5,1,5,3,3,3.013
dkolikas756,,25,5.76,9.3211,3,3,2,3,3,3,1.491
dkolikas756,,25,1.46,10.1882,2,3,2,1,5,3,2.262
dkolikas756,,25,9.55,8.8185,1,5,4,4,3,3,1.835
dkolikas756,,25,21.16,4.6903,1,5,2,3,1,5,1.383
dkolikas756,,25,0.63,11.409,5,3,2,3,2,1,3.98
dkolikas756,,25,8.34,9.1869,4,4,2,3,1,5,1.889
dkolikas756,,25,22.56,5.3222000000000005,4,4,3,3,1,5,3.902
dkolikas756,,25,8.29,8.59,3,3,2,3,1,5,1.77
dkolikas756,,25,19.67,5.7248,5,3,2,1,4,4,3.258
dkolikas756,,25,7.23,9.791400000000001,3,3,4,4,5,3,2.604
dkolikas756,,25,0.88,9.7045,2,1,2,1,4,4,1.685
dkolikas756,,25,25.7,4.5872,4,4,4,4,1,5,1.972
dkolikas756,,25,6.5,9.800699999999999,5,3,2,3,3,3,2.507
dkolikas756,,25,24.75,3.6526,3,3,1,5,2,1,2.776
dkolikas756,,25,12.29,7.9587,5,3,3,3,2,1,2.457
dkolikas756,,25,16.7,6.128700000000001,2,3,3,3,1,5,3.387
dkolikas756,,25,18.28,6.3507,5,3,3,3,2,3,2.347
dkolikas756,,25,7.8,9.9081,4,4,4,4,2,1,4.481
dkolikas756,,25,21.38,6.1416,5,3,4,4,1,5,4.556
dkolikas756,,25,2.02,10.356300000000001,2,3,2,3,2,3,4.623
dkolikas756,,25,10.18,7.590199999999999,2,3,2,1,5,3,2.442
dkolikas756,,25,18.41,6.4612,5,3,3,3,3,3,2.842
dkolikas756,,25,28.27,2.4783,1,5,2,1,3,3,4.593
dkolikas756,,25,5.05,8.955400000000001,2,1,3,3,3,3,2.704
dkolikas756,,25,28.6,2.9963999999999995,4,4,2,1,4,4,2.764
dkolikas756,,25,12.05,7.088699999999999,3,3,2,3,2,1,1.037
dkolikas756,,25,18.39,5.789699999999999,3,3,2,3,3,3,4.067
dkolikas756,,25,0.82,11.481999999999998,3,3,5,3,1,5,2.28
dkolikas756,,25,21.23,5.0269,2,3,1,5,4,4,3.959
dkolikas756,,25,9.8,8.352199999999998,4,4,2,1,2,1,4.922
dkolikas756,,25,28.09,2.5833,1,5,2,3,3,3,1.103
dkolikas756,,25,25.35,3.8716,1,5,3,3,1,5,3.766
dkolikas756,,25,28.26,3.3764999999999996,3,3,5,3,5,3,1.545
dkolikas756,,25,12.67,6.988899999999999,2,3,2,1,4,4,3.899
dkolikas756,,25,7.09,9.710799999999999,1,5,5,3,3,3,3.378
dkolikas756,,25,29.25,3.4637000000000002,4,4,3,3,5,3,3.387
dkolikas756,,25,29.08,1.8298000000000005,2,3,2,1,2,3,4.538
dkolikas756,,25,9.27,8.551300000000001,2,3,1,5,4,4,3.323
dkolikas756,,25,29.23,2.7440999999999995,1,5,3,3,5,3,2.131
dkolikas756,,25,24.45,4.7555000000000005,5,3,3,3,1,5,3.905
dkolikas756,,25,1.02,11.761,1,5,5,3,5,3,3.67
dkolikas756,,25,6.85,9.3635,1,5,3,3,2,3,4.185
dkolikas756,,25,16.96,6.717999999999999,4,4,2,3,2,3,4.06
dkolikas756,,25,29.1,3.0700999999999996,1,5,4,4,5,3,1.001
dkolikas756,,25,29.25,2.6395,1,5,2,3,4,4,3.145
dkolikas756,,25,14.68,7.8719,4,4,4,4,1,5,1.759
dkolikas756,,25,10.86,8.6936,1,5,5,3,1,5,4.516
dkolikas756,,25,6.85,9.740099999999998,3,3,4,4,2,3,3.951
dkolikas756,,25,2.62,11.2102,5,3,2,3,4,4,2.962
mzidek940,,20,28.57,1.4528999999999999,5,1,5,1,2,4,4.239
mzidek940,,20,5.76,6.6547,2,1,1,4,2,1,1.827
mzidek940,,20,1.46,9.224,1,4,4,3,2,1,4.62
mzidek940,,20,9.55,6.620299999999999,5,1,2,2,2,4,2.853
mzidek940,,20,21.16,3.4916,5,1,1,4,5,1,4.396
mzidek940,,20,0.63,8.584299999999999,2,1,1,4,4,3,1.733
mzidek940,,20,8.34,6.5981000000000005,2,2,1,4,5,1,3.001
mzidek940,,20,22.56,2.652800000000001,2,2,2,4,5,1,4.208
mzidek940,,20,8.29,7.1431000000000004,2,4,1,4,5,1,2.301
mzidek940,,20,19.67,3.0243999999999995,2,1,4,3,2,2,2.254
mzidek940,,20,7.23,6.998899999999999,2,4,2,2,2,1,2.679
mzidek940,,20,0.88,9.805000000000001,4,3,4,3,2,2,1.69
